Lag0,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6
0,1.0033,-1.2773,-3.108,2.2309,4.3131,9.0704
0,1.0582,-1.1617,-4.6475,-2.1172,0.51345,15.463
0,0.30818,-2.0772,-7.6526,-9.1638,-8.1471,0.20885
0,1.1188,0.38158,-0.53145,-0.27383,-6.6641,-7.603
0,0.37241,0.68777,-0.20338,0.89719,-8.0988,-4.0417
0,-0.35963,2.0459,2.0575,4.0102,-9.2016,-5.7762
0,-0.8432,-2.5486,-9.0976,-6.6049,-10.934,-10.909
0,-2.4116,-6.5748,-11.754,-11.986,-12.888,0.48039
0,2.2377,-2.1818,-1.7163,-0.60168,0.36938,3.1089
0,2.2895,-1.1161,-2.6731,-2.7358,-7.0676,7.3959
0,0.34539,1.8334,-6.9211,-5.8452,11.857,18.397
0,-0.46257,-1.8942,-2.5289,-1.3831,-5.5775,6.3407
0,1.6034,-1.998,-2.757,0.39774,4.3452,16.887
0,-1.2397,-3.6368,-3.6191,-2.353,-7.7429,-0.66658
0,-0.57168,-3.985,-7.5273,-6.0943,-8.843,-1.9613
0,0.32526,-2.4287,-5.8546,-9.5815,-15.756,-18.586
0,-0.084476,2.0612,3.0379,2.4584,7.5605,23.38
0,-1.1302,-0.79439,-0.69523,-3.1349,-12.07,-9.4314
0,-1.1254,-9.9666,-8.4306,-7.6764,-15.201,-13.091
0,-2.6702,-3.5222,0.55222,2.0182,3.8533,20.999
0,-0.0062506,-1.2863,1.4241,4.6361,1.3376,9.1667
0,0.55752,-2.0671,-1.676,-3.4923,-15.289,-11.281
0,-2.6569,-8.461,-8.3145,-3.2371,-3.9203,-6.6495
0,-2.5808,-12.955,-10.292,-11.113,-29.917,-20.157
0,-0.46592,-2.0689,-5.1946,-1.8352,2.9669,2.8933
0,1.0263,-1.7007,-3.7953,-1.5324,1.1044,3.9675
0,-0.088186,-0.38103,-7.5692,-6.3258,-1.6795,-3.5514
0,1.1255,0.051218,-1.5322,0.43201,-7.965,-7.9136
0,0.34196,-2.4034,-6.0043,-3.3071,-3.089,-8.8002
0,-0.89207,-2.1731,-4.48,-2.4277,-5.1651,-7.8132
0,-0.716,-4.6249,-7.2307,-3.8433,-4.3381,-6.0624
0,-1.0231,-2.3391,-9.9994,-7.8832,-9.5671,-6.829
0,2.4198,3.6596,-6.2561,-1.8771,19.364,22.763
0,2.8138,8.7297,-5.8396,-6.811,0.55028,-1.1726
0,-0.46975,-2.2569,-10.498,-9.0486,18.175,34.758
0,3.2893,7.2402,7.0296,2.9125,-18.937,-38.102
0,1.2759,1.8514,0.32307,-1.574,-21.773,-38.004
0,-0.34607,0.83839,-1.8585,-4.7366,-26.462,-25.623
0,-1.6192,-0.12057,-13.544,-9.4027,15.869,18.269
0,-1.676,-4.1238,-8.5332,-8.2739,-15.01,-20.532
0,2.7419,-0.84698,-0.3271,-0.34492,11.243,27.755
0,-0.098332,-1.5886,-5.2221,-5.8608,-14.605,1.0815
0,-2.5341,1.769,-2.882,-1.5801,-16.229,-1.8254
0,-3.3191,-3.6097,-0.75917,0.605,-2.9239,10.872
0,3.792,-0.77475,5.0178,5.7781,6.7325,21.897
0,-1.7079,-2.3293,-3.5448,-1.5313,-28.632,-29.394
0,0.035063,-5.7697,-7.7195,-3.882,-12.831,1.0432
0,-5.689,-6.0041,-14.429,-14.885,-6.6624,15.427
0,0.32304,-1.1609,-3.4417,-2.1153,-3.0481,-6.2151
0,2.339,1.6339,-1.6613,-2.1494,-4.2161,-5.5525
0,0.62885,-0.76282,-3.034,-0.58056,-2.8386,-2.022
0,-0.69735,0.94236,-0.43642,-0.35763,-4.6123,-11.638
0,2.9251,3.843,2.4767,3.3185,-2.7622,-3.4598
0,-1.214,-0.09611,-3.2637,-2.0079,3.8459,4.5243
0,-1.2311,-1.9364,-3.4899,-2.1097,0.79819,1.7723
0,-0.66153,-0.22969,-5.5864,-8.9532,-9.3315,-14.805
0,1.4986,3.053,-2.8774,1.2725,0.41318,21.75
0,0.59665,-0.64461,-2.1176,0.1487,-6.5728,5.4935
0,0.89183,0.25261,-6.7061,-5.7602,-13.581,-3.5908
0,0.49522,1.1662,-1.9848,1.9027,-7.4019,0.82771
0,1.2281,1.141,-5.3983,-3.3642,-2.1289,13.585
0,1.4504,2.0457,-3.5846,-1.223,-8.8202,-1.2453
0,0.69063,-0.049425,-8.3749,-7.6897,-8.8686,-0.39494
0,0.31275,-2.9976,-10.352,-9.4982,-18.333,-13.164
0,6.3178,5.6691,-0.15656,-0.0289,3.7858,6.8347
0,2.4194,4.4851,-6.116,-8.6556,1.7142,-6.2267
0,-2.5951,-3.0205,-9.2451,-7.7255,2.0423,1.7961
0,3.8106,1.811,-2.2685,-2.8356,-0.51074,1.1375
0,4.1523,3.8531,-6.0637,-6.7702,-5.059,-8.836
0,1.2562,-1.9249,-8.0909,-6.36,4.0974,4.6392
0,-0.6825,-4.3511,-12.098,-11.949,-10.619,-5.0812
0,-7.5504,-10.813,-13.335,-18.003,-16.296,-18.169
0,0.52735,4.1103,-3.0485,-0.18023,-9.2247,-10.341
0,2.6907,-2.9009,-4.2235,-1.8284,-12.137,-14.53
0,2.5716,-3.4322,-10.423,-8.4139,-4.1589,-15.45
0,4.1405,0.082801,-2.5145,-1.4059,-1.4506,7.3853
0,3.3959,1.3806,-0.61893,2.273,5.6948,-0.41684
0,3.1056,1.5596,-0.88073,0.43607,-5.9264,2.7059
0,1.7708,-0.2715,-6.2558,-5.2204,5.9107,13.344
0,-1.4767,1.8834,-9.9084,-14.629,-21.422,-19.254
0,1.614,-1.1135,-3.1985,0.75069,3.4675,31.394
0,-0.92373,0.071442,-8.4568,-2.0617,17.563,49.119
0,-3.7555,-8.217,-10.135,-6.3573,10.142,46.93
0,0.9831,-6.4431,-1.6664,-0.35616,-28.627,-13.432
0,-1.5968,-1.1099,-4.9583,1.984,6.1713,24.795
0,-3.8979,-6.3166,0.6564,1.1065,-40.483,-56.587
0,-8.5514,-12.337,-13.64,-6.1296,-5.7163,4.0051
0,-1.1174,-7.8006,-11.012,-5.6659,-27.274,-28.663
0,2.8956,6.0862,-1.0245,-1.9463,-8.5288,0.70618
0,-0.37351,-2.9057,-3.7974,-2.5778,-5.7229,-6.9368
0,-0.10071,-4.8049,-8.6419,-7.7932,-9.4188,-3.0039
0,-0.88868,-2.8964,-3.02,-0.61604,-3.1353,3.5156
0,1.8037,1.809,0.28198,2.1626,-10.804,-11.319
0,-0.7657,-3.211,-5.6003,-5.8602,-5.1133,4.2377
0,-0.734,-6.6755,-8.3216,-6.4014,-25.495,-27.502
0,-1.2441,-3.818,-6.6255,-9.8275,1.5949,22.009
0,1.7236,-1.567,-4.9428,0.84054,-19.335,-9.4697
0,1.079,-3.1768,-7.4966,-5.8692,-4.2455,8.4963
0,-3.4287,-6.3599,-11.244,-7.6436,-3.2865,1.1659
0,-1.4818,-3.4668,-7.8922,-7.5779,-12.655,-6.6185
0,-2.0055,-5.5151,-5.1544,0.86733,-6.1225,3.8926
0,0.41977,-1.4678,-5.4672,-2.4118,-2.749,4.6834
0,-1.5217,-9.9633,-14.793,-8.8658,-11.131,-4.8113
0,-3.4899,-7.5707,-13.38,-14.122,-12.245,4.5463
0,-1.979,1.1342,-5.256,-3.5603,-4.2712,4.2512
0,-3.4825,4.2564,-5.9517,-8.0105,-4.7897,9.0305
0,-1.5485,-4.0005,-13.632,-10.35,-5.2785,5.8799
0,1.4001,0.03169,-4.7512,-2.6067,0.41559,5.5838
0,0.28759,-0.26775,-5.8258,-4.1051,-0.77293,9.4073
0,-1.802,-1.5591,-8.0312,-3.5699,-6.9995,-5.4611
0,-0.97678,-4.8625,-14.461,-12.392,-9.5215,-4.8066
0,-1.491,-4.9045,-13.203,-17.177,-10.561,2.5719
0,2.4568,0.82021,-5.9111,-5.8367,2.2702,6.6273
0,1.2043,1.2597,-2.5494,-3.7663,-7.9632,-1.9394
0,-0.99543,-1.4462,-6.8651,-8.4061,-4.0369,-6.4583
0,1.6717,2.1982,1.3536,-1.7805,-4.6156,-5.0432
0,-1.9428,-3.8961,-7.0832,-3.8941,-1.0927,6.1484
0,-0.31046,-2.5601,-4.7061,-2.1706,-0.84485,-2.2413
0,-0.42252,-3.2879,-10.57,-9.3193,6.2654,20.232
0,-1.1848,-3.5821,-13.928,-15.048,-24.591,-41.688
0,2.2062,3.2544,0.26679,0.51432,-3.639,-5.355
0,3.8475,5.7316,1.1692,0.35496,3.4511,8.6196
0,-1.3689,0.38162,-4.6001,-2.1906,-6.3546,-10.429
0,-1.0875,-2.5493,-1.6837,-4.3948,-3.1105,1.85
0,3.5473,4.6724,-1.5808,1.1918,4.7117,14.905
0,-2.2158,-0.66954,-0.010462,2.7648,-1.8768,-1.3869
0,2.7069,-2.769,-1.0779,-4.2524,-12.459,-15.417
0,-3.4141,-6.7404,-8.4951,-10.234,-4.6423,9.4552
0,2.3561,5.2665,-5.6806,-6.0753,-11.398,-9.6191
0,1.2586,0.12979,-6.6117,-5.2207,-1.2429,6.4378
0,-0.97885,-0.57174,-5.5035,-3.1718,-4.3761,-8.0168
0,1.475,1.8625,-5.704,-6.3417,-3.5306,1.1747
0,0.0056802,1.0564,-5.7228,-5.4144,-3.8752,-14.481
0,0.82595,1.1088,-6.954,-4.5682,-0.0017336,3.9252
0,2.5434,2.4478,-10.179,-8.8412,-9.0251,-3.8165
0,-2.0723,-3.2534,-10.569,-9.7636,-7.5382,-5.0692
0,2.4403,3.0012,-0.20531,2.3088,-6.0876,-13.822
0,-0.36376,-0.75415,-0.87451,-0.66933,-4.8335,2.7705
0,0.11021,-2.7983,-8.9623,-8.1815,-3.2679,3.0032
0,-0.8713,-0.94775,-3.2606,-3.155,4.3253,11.977
0,0.67594,1.2458,-1.5696,-3.0462,-3.3111,-8.6571
0,-0.059654,2.0667,-0.17981,1.1124,-1.8062,-10.641
0,-0.70294,-3.6887,-8.9642,-8.6101,3.6108,7.1956
0,-0.83922,-4.4715,-10.259,-8.8628,-9.7437,-10.308
0,2.9352,0.069757,-0.1561,-3.1553,-5.4352,-0.9285
0,2.2178,3.0261,3.0683,2.221,-13.483,-30.361
0,1.1432,-2.1776,-7.7662,-7.0079,-1.5807,-0.12129
0,1.3361,1.9241,2.8368,2.639,-2.1106,-7.7986
0,3.1253,-0.26556,0.67208,2.8373,14.436,30.394
0,1.5553,-0.93506,-0.26629,2.0641,5.9179,9.0503
0,0.83665,-2.1369,-5.2112,-6.2502,6.6516,5.218
0,0.30495,-1.2311,-9.1872,-12.327,-12.429,-7.1612
0,1.1165,3.5632,-0.34277,2.7773,-9.4858,-10.711
0,0.65292,-1.7437,-1.126,2.407,-6.2834,-3.8673
0,-1.6264,-3.0674,-4.7487,-3.3121,-12.195,-11.079
0,3.1458,0.47511,-0.3226,0.70466,-6.0868,4.8164
0,-1.2649,5.5086,3.1765,0.64763,-12.362,-7.7152
0,-1.7672,1.0011,1.4275,1.2706,3.877,9.4078
0,-1.5048,-2.1372,-4.683,-2.5074,-11.397,-4.5979
0,-2.975,-3.3978,-10.598,-4.13,5.4952,8.1737
0,2.5317,3.0345,1.1873,2.0634,10.016,19.628
0,-0.062213,0.19309,-0.57645,-3.2018,-7.0482,-20.13
0,-0.49554,0.37932,-2.4742,-5.7176,-15.194,-29.488
0,1.1267,0.11931,1.1505,4.3704,12.056,11.833
0,0.441,3.8524,0.6311,-0.62974,-8.1622,-10.649
0,2.2107,1.3923,-0.18758,2.785,1.9736,-6.2757
0,-0.7794,-0.52397,-4.9643,-2.9245,-5.4763,-17.038
0,0.20721,-0.62196,-8.4741,-10.208,-14.232,-12.121
0,-1.8919,-8.1181,-5.5767,-1.5778,-4.471,25.251
0,-2.9382,-5.3555,-4.6645,-3.9066,-9.5244,11.457
0,-1.7925,-2.9238,-6.848,-9.2013,-12.836,-2.123
0,-1.3564,-3.1857,-6.0175,-2.9558,-5.7309,16.487
0,-1.8377,-3.8496,-4.3482,-2.4035,-16.695,-9.8925
0,-1.7652,-3.6382,-2.0372,2.6634,-9.8924,7.6046
0,-1.9379,-6.2571,-9.0076,-6.6302,-25.308,-14.973
0,-3.8881,-7.4169,-12.26,-11.797,-5.545,25.173
0,-1.9532,-1.306,1.2682,2.9525,2.8511,6.9112
0,0.53357,1.3725,-1.6906,-0.03278,5.9522,20.618
0,-2.392,-2.0453,-10.768,-10.862,8.3751,13.591
0,-1.0797,1.0251,0.40745,0.73016,-1.195,6.8386
0,5.7376,4.2165,2.7655,0.29403,1.4996,7.455
0,1.2994,2.294,0.75564,1.1681,-8.8341,-3.4989
0,-2.4148,-3.8954,-6.7451,-9.2322,-12.278,-16.62
0,-2.6677,-5.5714,-6.6868,-9.3588,-9.231,-11.788
0,3.4051,4.018,-1.3618,0.14215,5.9536,-7.8228
0,0.97014,0.16201,-2.4554,0.66073,5.4692,9.5058
0,-0.18687,-0.90904,-8.0422,-7.1171,-2.928,6.86
0,1.6846,-4.5226,-6.2808,-5.0393,-20.25,-11.217
0,-1.2874,2.9505,-8.3028,-2.4084,2.0463,-1.8752
0,-1.495,-0.65332,-1.6818,0.2966,-3.7733,-13.388
0,-1.5324,-0.97024,-12.249,-10.907,-11.525,-14.571
0,-3.8501,-3.4662,-13.064,-12.957,-13.948,-11.898
0,2.3865,3.3975,-0.63302,2.1265,-1.7786,-3.062
0,0.70493,2.4447,-0.95533,-0.61654,4.8924,10.668
0,0.27384,-0.57136,-3.1411,-0.50663,-18.456,-34.287
0,2.8376,5.2874,0.44897,-2.2304,-1.4187,-2.7652
0,0.46969,2.0305,-2.4602,-1.0712,7.357,-8.3594
0,0.98019,-1.3908,-3.7708,-2.2097,-7.7394,-9.5222
0,2.072,2.411,-4.4704,-5.3391,-9.2626,-14.926
0,-1.7533,-2.3305,-8.3662,-12.918,-1.0826,-1.3641
0,-0.12496,2.8578,1.1251,6.0854,7.521,25.028
0,-1.2107,4.4667,3.2624,3.6666,-10.221,-2.6368
0,-2.7515,-1.0218,-9.3975,-9.8902,-9.0609,-6.504
0,0.51179,0.38362,2.808,2.1999,4.2214,11.845
0,-0.062468,0.82887,-1.0593,-1.2441,10.303,27.895
0,1.6162,-1.0846,2.5634,2.2741,-19.333,-33.277
0,-0.76715,-5.8195,-8.7094,-10.101,-2.1123,-0.41104
0,-1.108,-6.7101,-11.785,-14.224,-19.885,-17.068
0,1.1187,3.9224,-3.3768,-4.603,4.0457,5.5098
0,-0.26528,0.56421,1.0276,-0.68874,-4.9244,-13.456
0,2.9846,1.5631,-3.2004,-4.2463,-7.7002,0.3008
0,3.3712,2.1951,4.781,0.97299,-8.9431,-6.631
