Lag0,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6
0,-0.47146,-0.88096,2.1099,5.2751,14.306,11.302
0,0.34885,11.853,13.089,1.2484,-8.5552,2.7435
0,2.5557,14.473,16.119,12.002,3.5084,-4.7911
0,0.8764,0.52938,6.4424,-1.1153,-7.3334,1.0586
0,3.0004,24.462,31.541,28.421,19.356,3.589
0,0.89801,12.957,6.3219,-9.3697,-24.138,-13.772
0,1.6513,16.822,18.614,15.181,27.094,13.771
0,0.51523,-8.0361,5.7328,13.166,1.4522,-25.512
0,-3.2725,-34.325,-10.532,-14.354,-43.756,-48.275
0,-4.1088,-18.13,-20.225,-7.9571,-31.517,-48.93
0,1.7071,6.8355,8.0403,22.504,59.234,25.543
0,-0.039129,-7.5852,-13.259,14.659,2.187,-21.788
0,5.158,1.2773,35.131,53.243,91.087,56.305
0,-4.2481,-23.409,-13.298,-1.9062,-2.7301,-9.7061
0,0.18212,-4.1672,6.5514,25.488,48.168,25.959
0,0.72218,3.4574,0.94571,1.9787,17.818,0.55037
0,-0.75848,-9.1513,-10.032,-2.1292,11.479,4.9316
0,-0.75796,-9.1936,-20.389,-17.405,1.887,-0.16978
0,0.11376,-2.8255,-4.8242,1.527,9.7907,0.029353
0,0.21281,-1.9239,7.2177,19.981,37.49,15.951
0,2.0093,0.33767,-9.5022,-6.0771,4.0027,-1.8842
0,-0.59557,-0.46934,-6.1711,6.821,39.563,25.231
0,-0.19449,-10.365,-6.609,-2.4006,-11.991,-21.166
0,-0.92261,-6.8369,-7.8076,3.1904,38.746,11.913
0,-0.29389,-10.436,-15.67,-11.81,2.4252,-5.1366
0,-2.255,-15.991,-16.736,-11.698,-5.3803,-6.4501
0,0.036786,-6.1785,-1.2448,1.9035,16.759,7.4493
0,-3.6656,-15.714,-13.621,-3.8121,13.001,5.3467
0,0.5435,-8.5149,-2.2468,4.3532,10.48,0.31057
0,-1.3295,-11.4,-9.6843,1.47,10.491,4.9394
0,0.13299,-8.7157,-4.2501,6.0481,15.136,-5.1886
0,0.043749,2.1297,13.223,11.045,10.362,-2.3651
0,-1.6976,2.3224,9.6878,5.9124,7.7336,-7.7578
0,0.90843,4.304,5.0265,4.263,6.5054,-2.6715
0,1.0458,7.6338,19.337,16.677,6.4508,0.57999
0,0.50088,1.6747,13.612,11.944,1.8177,-7.5376
0,1.0049,1.93,17.791,17.429,16.057,4.7585
0,0.51501,3.0011,7.6584,7.5574,7.4271,-0.52971
0,0.55327,6.7337,9.363,4.9476,6.1998,-1.6618
0,-0.12747,-6.203,-7.6193,-15.539,-12.233,-5.4865
0,-0.80487,3.2005,5.2431,3.4921,11.967,2.4443
0,-1.7671,-15.268,-8.702,-11.362,-1.9658,3.8449
0,0.45228,5.0085,12.115,9.0672,12.448,6.6967
0,-2.0882,-10.373,-10.03,-9.9662,-5.731,-6.3111
0,-1.3419,-13.848,-10.917,-10.599,-0.28752,3.9457
0,-1.9475,-15.866,-20.083,-21.743,-21.546,-17.163
0,-0.31327,0.062485,6.2315,7.5293,27.271,29.703
0,0.13862,4.2219,9.6714,8.8935,8.3099,8.1429
0,-1.9278,-1.1481,6.486,-1.3612,-5.2195,-9.6141
0,-0.36797,-5.8851,-6.4676,-5.6517,5.1183,5.8976
0,1.0666,4.0056,11.092,9.0553,1.8841,-2.1127
0,-0.72159,-3.5766,-1.2943,-2.9101,-10.616,-12.635
0,1.4942,4.7913,6.7098,7.0893,8.0578,2.1001
0,0.96362,27.87,42.613,35.904,24.605,12.28
0,1.8993,4.4819,4.4047,4.2369,-5.3457,-12.538
0,0.55325,6.1913,7.1103,5.3906,19.33,7.1086
0,0.2452,-4.7724,0.096438,3.7477,3.184,-5.2865
0,1.7027,9.4606,4.4829,4.8557,9.4353,7.2012
0,2.1998,8.4163,6.3696,2.7983,2.0587,-2.5837
0,1.0736,0.38501,0.00071345,-4.2101,4.6179,11.234
0,2.9706,1.699,-0.67584,-1.0613,2.4289,-2.4395
0,-0.92842,-5.7941,-10.235,-4.9968,10.624,0.31411
0,2.8271,5.5483,6.3889,8.1967,13.591,5.1731
0,0.51367,-6.1209,1.7248,4.6573,19.631,18.34
0,-0.78718,-6.8645,-4.7282,-4.8023,3.2935,-2.3154
0,-1.0776,-5.7647,-11.719,-14.278,-10.685,-6.7801
0,0.022256,-13.187,-15.481,-13.113,-11.687,-10.232
0,0.14286,-3.6188,-3.3478,0.15612,8.5246,8.4408
0,-0.068119,-0.76943,-0.38815,1.1044,11.707,11.915
0,-2.2426,-18.739,-23.863,-25.922,-20.095,-8.7303
0,-1.0348,-13.594,-16.356,-7.1638,10.158,8.2905
0,1.9679,4.1584,8.2246,7.861,4.3776,-4.5398
0,0.59493,17.775,17.709,15.366,25.223,25.594
0,1.4381,1.0839,-1.418,-4.9895,-9.0365,-2.5351
0,1.4876,6.6231,7.9089,6.9002,9.9607,9.7747
0,1.4181,-5.6049,-4.5635,-12.886,-18.403,-18.824
0,1.1037,-3.7963,-1.0106,-5.8765,-7.3542,-5.5273
0,-0.033763,-5.9704,-5.3883,-13.785,-18.366,-8.7112
0,1.8802,10.119,5.6649,-1.6176,7.0518,2.2938
0,0.79332,6.72,9.2313,8.9894,20.496,8.0964
0,-2.3962,-9.5676,-5.9722,3.8778,13.104,0.48932
0,-0.54584,-4.8722,-0.94389,5.4292,18.289,10.168
0,-0.69962,-2.1724,-8.2172,-5.5235,6.7883,-2.2091
0,3.2204,-0.080545,9.8951,6.1499,27.73,6.1908
0,2.0066,3.9743,5.1931,1.9553,-4.888,-3.026
0,0.40817,-12.593,-15.239,-1.0839,11.727,-0.65733
0,-0.63834,-12.933,-17.667,-20.17,-19.338,-8.361
0,1.1659,-8.0379,-11.025,-13.719,-17.785,-18.296
0,-0.56817,-4.3538,0.93085,4.1142,10.923,13.378
0,-1.2415,-5.9166,-1.9179,0.0039195,19.114,19.303
0,1.7355,-8.7295,-11.37,-13.236,-14.186,-5.2065
0,0.26964,7.1836,15.722,8.1718,16.907,10.524
0,2.51,1.8906,5.163,2.5467,1.4187,7.494
0,-1.9535,-8.6622,-9.7606,-13.079,1.4648,9.0812
0,1.8804,4.544,4.494,2.9367,14.509,4.2709
0,-3.2542,-36.441,-33.084,-7.0263,8.5071,-16.498
0,-4.4536,-33.941,-29.327,-9.0217,12.221,-8.011
0,-2.2447,-22.348,-15.9,-4.0499,14.41,-0.14806
0,-3.1798,-26.889,-19.079,0.79139,9.8565,-12.241
0,-3.1601,-21.702,-8.556,8.9103,32.767,11.363
0,-1.7602,-25.947,-15.675,8.9013,27.966,-2.0591
0,-2.6737,-32.377,-24.65,5.6026,40.357,12.545
0,-4.0722,-34.595,-28.515,-10.349,-2.1651,-25.107
0,-0.70188,1.036,3.5236,13.278,1.9621,-2.2693
0,-1.7806,-9.5991,-1.4958,0.20166,-11.536,-17.516
0,-1.662,-9.2743,-17.235,-17.403,-24.343,-16.187
0,-0.48287,-1.0893,6.2953,6.6825,1.9035,-5.1244
0,0.99719,9.1088,16.061,12.699,0.028921,-4.4348
0,0.86221,5.3551,11.561,14.225,17.744,5.7284
0,-1.0464,-2.3414,4.74,2.9171,13.664,10.243
0,0.060599,7.837,11.314,6.5194,11.565,9.8693
0,-0.21909,1.1979,0.2953,0.76203,-0.6149,9.2264
0,1.2953,-0.13323,-2.6458,-3.6646,-4.5489,-7.431
0,1.7333,-3.014,-9.7669,-11.313,0.82674,-6.3327
0,7.1923,14.585,4.2013,5.6239,23.929,15.339
0,1.1099,-4.9273,-4.528,-7.4432,-2.9588,-0.10225
0,1.3874,-4.6861,-3.3341,-0.51327,12.755,11.517
0,0.87339,-2.1857,-3.8563,-9.5725,10.833,4.9424
0,1.0757,1.2736,-11.022,-14.121,12.3,4.0274
0,2.8847,15.583,10.821,9.9139,13.343,8.3665
0,1.8549,18.611,10.254,-0.061178,-7.335,-6.7149
0,1.0962,13.921,18.667,25.149,37.641,28.571
0,4.1945,26.145,24.846,16.785,13.128,7.1427
0,1.7072,13.758,11.508,-1.0535,-14.222,0.53179
0,2.4997,7.1498,7.2444,3.0542,11.282,7.2523
0,3.2425,22.164,19.279,16.484,16.732,13.215
0,2.1363,12.051,9.0449,-2.9822,-18.053,-6.6017
0,-1.2917,-5.9591,9.0914,15.221,-3.5653,-18.877
0,-2.086,-27.403,-6.8278,-4.1696,17.883,2.2504
0,-2.7191,-16.843,-9.2471,-6.8751,1.6426,-0.50893
0,-1.2069,-16.806,-5.4991,-4.8186,-0.31634,-7.2014
0,-3.7465,-34.541,-25.88,-12.673,-19.575,-24.049
0,2.6764,12.313,23.907,30.109,45.806,30.168
0,1.5917,-10.155,-14.582,-14.072,-10.85,-4.8082
0,1.4315,-14.848,4.4919,8.7986,19.909,13.766
0,2.3013,11.181,17.063,8.4862,-5.8917,-6.034
0,0.1388,1.2515,15.673,13.769,11.281,9.2528
0,0.31271,2.0622,7.9392,9.2321,6.5839,-4.5442
0,2.3569,2.5971,24.93,19.771,18.493,4.6524
0,0.12628,3.8377,19.022,21.397,15.123,1.874
0,0.68573,-1.2012,-6.3491,0.29784,2.511,4.035
0,-0.28423,-1.9879,6.6501,20.938,27.65,8.7105
0,1.1129,6.0341,7.4675,-0.20307,-17.736,-11.263
