Lag0,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6
0,-1.0847,-19.718,-15.566,-8.109,-2.3891,-4.579
0,0.47871,-17.543,-17.343,-9.9337,-3.1596,-14.197
0,-1.412,-16.99,-18.239,-15.295,2.2418,1.4111
0,1.9905,-8.357,-11.696,-1.5835,18.428,9.9204
0,-1.5184,-9.5657,-1.1035,4.4797,16.117,4.2573
0,0.077762,-7.6903,-2.9177,3.4088,24.878,11.29
0,-1.4972,-16.199,-16.309,-13.484,7.3021,7.528
0,-1.148,-18.792,-20.955,-12.834,5.7895,-4.2522
0,-0.14189,1.4838,2.0142,0.1215,-3.468,-2.2773
0,-0.64777,-7.0489,-2.6423,5.9197,13.72,-5.1121
0,-1.1904,-11.912,-9.9837,-6.6819,-18.56,-13.483
0,-0.23755,-7.2349,-2.1499,7.3321,13.393,-2.0302
0,0.70146,0.40068,5.8084,4.7064,-3.346,-10.015
0,2.0808,0.40517,-0.91034,7.8539,16.107,0.36092
0,-0.72096,-3.8789,-5.9441,-1.8114,3.3066,-1.0884
0,2.1056,8.7759,9.5222,11.512,20.849,14.624
0,0.37371,-0.82843,2.2216,2.9485,-6.6052,-14.465
0,-0.934,-5.0388,-4.3293,-0.077461,18.012,9.9803
0,-2.6923,-13.652,-14.821,-9.9298,8.6981,8.0932
0,-2.7747,-25.129,-23.967,-15.856,-7.4542,-11.527
0,-0.012257,-10.861,-10.929,-8.5012,-3.802,-1.2841
0,2.1368,3.7022,5.4899,6.9448,23.119,14.531
0,-3.4561,-18.746,-23.261,-19.152,-5.9223,4.7206
0,0.54162,6.9127,10.127,22.195,38.952,13.239
0,-0.078024,-6.9064,-9.6167,-10.659,-6.1254,-2.4895
0,-0.138,-3.8151,-10.207,-8.2613,-2.1929,-4.9504
0,-0.37917,-4.1794,-7.7792,-10.871,-2.8414,1.1122
0,1.8293,0.16437,0.57968,2.5385,12.82,8.232
0,0.36521,-4.2522,-7.1545,-10.213,0.6564,6.8498
0,0.4805,-2.1815,-1.1836,0.052775,8.2868,6.9118
0,0.42517,-2.9272,-6.3184,-3.2914,6.3893,6.3924
0,-0.12469,-3.6863,-3.9323,-0.26416,10.287,5.0429
0,0.24602,-1.6834,-5.269,-17.374,-34.328,-24.829
0,2.3358,12.515,16.779,2.4932,-14.407,-10.93
0,0.7701,7.1415,9.8255,-7.0932,-42.376,-33.775
0,2.9363,36.833,53.221,49.224,49.529,38.147
0,-0.037287,4.9262,10.428,17.69,42.638,38.13
0,1.7222,21.677,30.522,37.49,49.262,23.767
0,-1.1139,-8.8167,-16.341,-28.927,-44.82,-23.598
0,-1.6954,-11.183,-8.6452,-2.251,23.6,17.978
0,0.072729,-1.5233,3.4385,6.2397,-14.937,-23.06
0,-1.727,-9.2824,5.3435,15.271,16.744,-4.1574
0,-1.3664,0.57185,17.487,28.459,33.269,5.4764
0,-2.4735,-12.303,-2.3172,4.041,4.8407,-5.2355
0,-1.6308,-14.038,-7.118,-3.9916,-7.867,-14.646
0,1.2393,-0.22611,21.783,48.491,60.355,26.914
0,-2.3347,-6.266,-7.3654,5.0028,7.9306,-7.2996
0,0.91382,-3.8436,4.3838,3.186,-6.2461,-19.471
0,-0.099183,-5.479,-6.6991,-2.2241,-0.29192,3.7733
0,0.042441,-0.93452,-0.04081,0.81673,7.1787,2.9044
0,-1.1865,-7.7491,-5.0036,-0.52656,4.2995,2.7071
0,0.77019,0.15513,4.6388,4.5296,12.975,12.639
0,1.3949,11.551,14.749,13.191,13.304,8.6402
0,0.36373,-1.0335,-3.2785,-5.5964,-9.8905,-4.9909
0,-1.0774,-7.0544,-9.1532,-8.7191,-10.324,-5.2903
0,-0.20999,-0.8144,3.4503,2.2982,7.5134,10.733
0,-0.83253,-3.1671,1.2766,7.9702,5.7134,-16.769
0,-0.7015,5.726,17.409,20.544,14.614,-1.4317
0,-1.4579,0.04501,4.1842,8.1441,16.441,2.2975
0,-0.91407,-0.35052,10.612,21.287,21.512,2.9616
0,-0.93174,-3.4458,0.33744,4.8308,2.6497,-10
0,0.29803,5.0392,10.502,14.03,15.732,0.88077
0,-1.8167,7.119,10.374,5.7442,5.469,-0.74082
0,0.91342,4.8574,9.4522,13.024,23.848,10.999
0,-0.015851,0.053449,-3.1952,-1.5578,1.741,0.34969
0,-3.0194,-8.6512,-10.12,-9.7728,-5.1851,3.8755
0,-3.1084,-12.494,-14.847,-11.078,-8.5789,-5.6612
0,3.2733,4.3861,-2.5614,-3.2218,6.464,4.5418
0,0.16777,0.27889,-6.5824,-5.8529,8.3595,10.185
0,3.457,-2.9305,-8.2885,-4.838,-0.018814,-0.59787
0,-4.1648,-14.061,-20.453,-16.881,0.68865,-1.4757
0,1.5295,2.7353,1.7789,3.6738,13.143,8.4118
0,0.87354,10.222,18.617,24.195,26.586,13.6
