LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8
-0.10464,1.8073,6.664,-18.8,-2.7709,26.471,2.3105,0.037408
5.9304,-4.5282,-5.4806,-11.313,-31.164,-8.846,-3.2759,0.035444
10.195,-15.458,-22.014,-9.7143,2.6526,6.1673,-28.052,0.033994
20.034,25.291,-6.286,20.346,1.5977,1.5692,-3.6332,0.037429
11.019,4.9906,-0.2271,-26.417,14.993,-15.277,0.47239,0.040199
34.491,42.048,-18.11,-28.926,-10.246,6.3363,-13.588,0.033884
54.536,-12.63,-30.558,-12.26,-3.0792,6.8924,7.5016,0.033125
-19.964,15.536,-45.63,-13.045,-2.171,3.6768,3.559,0.028374
