26	-39	68
53	-6	43
53	31	2
-12	-26	71
8	-11	45
12	-27	73
-36	36	28
-12	22	60
14	-80	39
44	-15	49
-26	-58	0
-46	-54	10
-8	-29	-7
-32	-3	-20
-24	-75	24
18	8	0
53	-7	6
-51	-10	34
-18	6	-4
40	47	9
6	-44	21
12	-21	54
-40	-60	44
10	49	44
18	18	6
-46	3	-22
-12	-5	22
24	-29	12
-26	43	14
-4	50	36
-48	-66	36
-22	-66	0
-57	-31	3
10	-10	72
-28	21	38
-16	41	44
6	-37	74
28	-42	63
26	-18	58
-6	26	6
22	-66	2
4	-40	50
-14	23	36
-53	-6	-13
-28	-47	-11
34	-30	22
-34	-65	53
-53	-20	-9
-2	-24	25
22	-80	39
-14	-4	37
22	21	25
40	-55	30
-48	21	38
8	-35	-3
-30	-5	-18
-55	-54	16
2	-37	35
40	-55	34
-57	-18	-9
14	-24	55
-46	3	-24
-14	-4	33
-18	-72	4
18	27	35
-42	-58	42
61	-11	4
-51	-39	-1
-57	-9	19
-50	-8	34
57	-6	-13
28	-20	19
61	-7	15
26	-19	56
28	-47	-4
28	-16	39
26	-30	22
-14	33	43
-30	20	41
63	-23	5
-24	-76	26
16	20	21
24	-20	67
-28	-77	15
12	-26	71
-20	-28	57
24	24	52
-44	37	7
48	31	8
-34	-12	-6
-57	-35	44
-50	-54	12
36	4	-7
-36	46	25
-8	-6	-3
6	-37	33
26	-21	42
51	-64	44
16	-19	56
63	-1	18
22	23	23
-20	-70	0
24	-22	66
-14	33	43
-55	-8	-11
-53	-37	-2
16	20	45
12	-33	74
24	-40	63
-14	-4	37
-55	-8	28
-44	-60	38
40	-10	34
-32	-5	-17
-44	38	13
-55	-58	7
-57	-40	46
36	-1	-15
48	31	6
-61	-43	32
61	1	13
14	-45	34
14	-26	55
0	-60	-4
44	-12	32
38	-9	6
18	-33	74
22	-81	43
26	-42	63
36	-19	40
20	-46	47
-53	-5	-13
34	-32	20
-59	-6	6
-22	-70	-2
24	-20	60
-42	-61	31
34	-7	15
0	-17	6
-32	-5	-18
63	-1	18
16	-45	34
26	15	21
22	-79	46
16	-33	74
28	-11	59
-30	-5	-20
-4	4	-4
