-40	-35	31
-4	-51	-14
8	-22	29
-34	17	30
-36	-41	39
-18	36	28
-48	-35	40
-51	-32	16
-50	-25	-4
-22	-46	15
6	-26	-7
-53	35	2
-38	-4	-12
-32	-17	-19
6	-42	-25
-50	-10	-10
-8	-66	35
16	-36	-13
-50	-24	-4
-34	-30	18
-6	-34	27
-12	21	-1
-20	-51	30
-14	-44	43
-32	-50	6
-48	-32	18
6	-45	32
0	-39	-11
-48	-13	15
-34	9	22
-50	37	9
51	27	2
44	13	25
57	-50	6
-53	-50	3
16	41	33
-40	22	14
-22	14	51
38	-29	42
8	-51	32
-12	6	44
-48	-22	56
-6	57	17
24	-9	50
-53	-10	-10
-24	-7	46
30	1	24
-44	-64	44
53	-55	32
-28	-3	55
-53	-58	36
-40	-40	57
55	-6	-8
59	-50	6
50	27	4
-46	-53	-6
-32	-39	-8
-57	-33	42
-44	33	9
-2	4	33
32	-36	-12
-34	9	24
18	-41	0
-36	-3	-12
-30	-26	-12
44	-47	-6
38	11	23
-36	-12	-3
-34	-78	37
-40	2	0
59	-33	37
-2	-29	44
-2	-53	32
38	-31	42
-42	-27	47
-50	-62	42
-8	-53	-9
-8	18	41
-38	-26	23
26	-51	-18
-28	-5	54
51	-57	32
-53	-10	-13
-42	-52	43
-48	-55	-7
48	29	6
-44	34	11
46	-45	-8
-34	-3	-13
-32	-37	-12
61	-50	4
-38	5	27
57	-35	39
-55	-37	42
18	-43	-1
-34	-80	33
-16	33	-5
-24	-3	-15
42	15	29
-38	0	-2
-4	-29	49
32	-1	-20
-16	-74	-3
44	-36	11
-14	-45	32
-2	-60	42
-46	-53	-6
48	29	4
57	-50	12
-40	36	15
59	-35	35
34	7	20
6	23	-6
-16	-88	32
-30	-19	12
-44	-77	22
-20	-5	15
-6	-23	40
-28	-41	-5
12	-75	-23
57	-16	-6
-30	-12	-3
-18	12	-2
-28	-68	38
-2	6	33
-34	2	5
12	14	3
-44	7	25
-36	-7	-15
4	-23	45
-34	33	39
38	-12	37
38	-40	24
-8	-36	48
14	-16	1
24	-62	44
20	-43	-1
28	-41	-13
-26	-13	-21
-14	-72	-6
8	-37	44
-28	-86	21
-4	-20	56
8	-77	20
18	-86	26
-22	8	0
59	-44	13
22	-74	2
-4	10	0
-26	4	35
12	-28	-17
4	15	29
-4	-86	-2
14	11	-6
-4	-86	30
51	29	-1
-32	2	4
38	-8	43
8	-71	24
-44	-53	-4
-14	-25	9
18	-43	-1
36	-47	-3
-32	-68	-2
26	-20	62
34	11	22
-20	-3	17
6	6	11
57	-33	35
-18	47	9
42	30	11
55	-16	27
-6	4	11
30	37	33
-8	-65	12
-36	-10	43
-14	-85	17
-40	42	26
10	-25	12
