LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8
-0.36426,0.25557,-0.72919,0.15616,-0.66251,0.62511,0.1861,-0.41862
-0.043513,0.30772,-0.4982,0.72336,0.77206,-0.4524,0.61311,0.39928
-0.55712,-0.072501,0.57926,0.16102,0.48277,0.74285,-0.013911,0.50045
-0.50929,-0.11148,-0.046871,-0.63192,0.54896,-0.65293,0.03269,-0.39059
-0.35764,0.032282,0.60396,0.61571,-0.67476,-0.32264,0.64181,-0.58748
-0.3016,-0.16684,-0.081508,0.76453,0.50471,-0.22542,-0.82034,-0.61175
0.04799,0.87075,0.077975,-0.12603,0.023765,-0.064781,-0.024988,0.0011234
-0.29491,0.25819,-0.18526,0.29583,-0.7528,-0.76061,-0.39498,0.748
