LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8
-0.079904,0.2645,0.52751,0.15348,-0.76537,-0.11558,-0.24813,-0.23001
0.46319,0.11975,-0.76594,-0.30264,-0.81461,-0.8583,-0.54822,-0.73093
0.37062,-0.70134,-0.42402,-0.32959,-0.098115,-0.71408,0.37307,0.11816
0.48647,-0.65974,-0.36144,-0.52311,-0.24449,-0.0022829,-0.76334,-0.77347
0.14271,-0.10714,-0.60397,-0.21342,-0.13014,-0.73119,-0.82371,0.50559
-0.22848,0.54899,0.30143,-0.77852,0.023493,-0.74627,-0.40042,-0.57588
0.13951,-0.64849,-0.22331,-0.87403,-0.88911,-0.073615,-0.51622,-0.22983
-0.38933,0.63909,-0.50703,-0.42151,-0.25055,0.36627,-0.045953,-0.35151
