LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8
0.6148,0.77766,0.92198,0.75207,-0.25369,0.49434,0.36457,0.41478
0.81426,0.81557,0.15614,0.74856,0.121,0.058844,0.64676,0.4043
0.72018,0.27912,0.60966,0.63417,0.69015,0.16091,0.88311,0.83627
0.82006,0.35958,0.77155,0.69879,0.80072,0.75375,0.25789,0.30657
0.68118,0.60361,0.34418,0.61329,0.65495,0.13256,-0.31575,0.90543
0.48794,0.88325,0.79366,-0.40849,0.68268,-0.204,0.21428,0.13653
0.75009,0.47782,0.7183,-0.30624,-0.42299,0.73463,0.48389,0.7156
0.33638,0.95191,0.18942,0.17009,0.45517,0.91025,0.65461,0.60696
