LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8
-0.71597,0.052649,-0.90193,-0.097314,-0.75409,-0.065586,-0.32074,-0.65827
-0.42564,0.10191,-0.72425,0.4667,0.41612,-0.69358,0.302,0.045726
-0.82548,-0.40506,-0.15805,-0.33548,-0.03418,0.27888,-0.46961,-0.043675
-0.78384,-0.35691,-0.6854,-0.76349,-0.15214,-0.8502,-0.4647,-0.65319
-0.67758,-0.20689,0.14657,0.35297,-0.80184,-0.70962,0.12346,-0.73451
-0.63168,-0.32253,-0.60505,0.57229,-0.06332,-0.58729,-0.88789,-0.74416
-0.39217,0.70335,-0.24899,-0.39185,-0.3666,-0.34121,-0.41871,-0.41031
-0.69841,-0.0098681,-0.62164,0.15432,-0.84004,-0.87152,-0.6487,0.42144
