subID, run, pres_order, foundation, vigfile, vignum, vigtext, moral_decision, trialstart_raw, trialstart_zeroed, trialstart_TR, trialdur, RT, intended_jitter, ITI_start_raw, ITI_start_zeroed, ITI_start_TR, ITI_duration, ITI_accuracy
34,1,99999,99999,99999,99999,99999,99999,8,0,0,1,99999,99999,9,1,0.5,1,99999
34,1,1, pur, pur14.jpg,104, You_see_a_very_drunk_woman_making_out_with_multiple_strangers_on_the_city_bus.,2,10.046869,2.046869,1.023434,6,3.99863,3,16.047445,8.047445,4.023723,3.006818,1
34,1,2, lib, lib07.jpg,67, You_see_a_man_forbidding_his_wife_to_wear_clothing_that_he_has_not_first_approved.,4,19.129955,11.129955,5.564977,6,4.098032,3,25.130048,17.130048,8.565024,3.001624,0.5
34,1,3, lib, lib14.jpg,74, You_see_a_teenager_at_a_cafeteria_forcing_a_younger_student_to_pay_for_her_lunch.,3,28.146527,20.146527,10.073264,6,4.333494,6,34.146583,26.146583,13.073292,6.001542,1
34,1,4, lib, lib13.jpg,73, You_see_a_teacher_ordering_a_student_to_get_a_normal_haircut_before_coming_to_class.,3,40.163196,32.163196,16.081598,6,3.607384,4.50E+00,46.163317,38.163317,19.081658,4.501481,1
34,1,5, socn, socnorm15.jpg,120, You_see_a_woman_answering_a_phone_call_with_the_word_goodbye_instead_of_hello.,2,50.679799,42.679799,21.339899,6,4.030517,6,56.679826,48.679826,24.339913,6.001644,1
34,1,6, socn, socnorm12.jpg,117, You_see_a_woman_watching_a_game_on_television_in_black-and-white_instead_of_color.,1,62.696482,54.696482,27.348241,6,3.141638,7.50E+00,68.696556,60.696556,30.348278,7.501918,0.8
34,1,7, fair, fair12.jpg,57, You_see_a_boy_skipping_to_the_front_of_the_line_because_his_friend_is_an_employee.,2,76.213118,68.213118,34.106559,6,4.464582,3,82.213228,74.213228,37.106614,3.001398,1
34,1,8, socn, socnorm14.jpg,119, You_see_a_teenage_girl_wearing_a_long_trench_coat_on_a_hot_summer_afternoon.,1,85.229749,77.229749,38.614875,6,2.839819,3,91.229797,83.229797,41.614899,3.001096,1
34,1,9, auth, auth15.jpg,15, You_see_a_star_player_ignoring_her_coach's_order_to_come_to_the_bench_during_a_game.,2,94.263086,86.263086,43.131543,6,3.671331,4.50E+00,100.263154,92.263154,46.131577,4.501244,1
34,1,10, carem, careemo08.jpg,23, You_see_a_teenage_girl_openly_staring_at_a_disfigured_woman_as_she_walks_past.,2,104.779728,96.779728,48.389864,6,3.284578,3,110.779776,102.779776,51.389888,3.001135,1
34,1,11, loy, loy15.jpg,90, You_see_a_US_swimmer_cheering_as_a_Chinese_foe_beats_his_teammate_to_win_the_gold.,3,113.796359,105.796359,52.898179,6,5.937555,4.50E+00,119.796373,111.796373,55.898187,4.501414,1
34,1,12, carem, careemo15.jpg,30, You_see_a_man_laughing_at_a_disabled_co-worker_while_at_an_office_softball_game.,4,124.313007,116.313007,58.156504,6,4.48088,3,130.31306,122.31306,61.15653,3.001242,1
34,1,13, auth, auth06.jpg,6, You_see_a_boy_spray-painting_anarchy_symbols_on_the_side_of_the_police_station.,3,133.329659,125.329659,62.664829,6,3.249004,4.50E+00,139.329732,131.329732,65.664866,4.501256,1
34,1,14, carem, careemo05.jpg,20, You_see_a_boy_telling_a_woman_that_she_looks_just_like_her_overweight_bulldog.,4,143.851249,135.851249,67.925625,6,3.368111,6,149.851366,141.851366,70.925683,6.001405,1
34,1,15, loy, loy13.jpg,88, You_see_the_coach's_wife_sponsoring_a_bake_sale_for_her_husband's_rival_team.,3,155.862957,147.862957,73.931479,6,4.794138,9,161.86305,153.86305,76.931525,9.001872,1
34,1,16, lib, lib03.jpg,63, You_see_a_man_blocking_his_wife_from_leaving_home_or_interacting_with_others.,4,170.879604,162.879604,81.439802,6,3.149228,6,176.879718,168.879718,84.439859,6.001496,1
34,1,17, pur, pur10.jpg,100, You_see_a_girl_and_her_sister_making_out_with_each_other_just_for_practice.,4,182.896233,174.896233,87.448116,6,4.309433,7.50E+00,188.896277,180.896277,90.448139,7.501513,1
34,1,18, auth, auth01.jpg,1, You_see_a_girl_ignoring_her_fathers_orders_by_taking_the_car_after_her_curfew.,3,196.412897,188.412897,94.206449,6,4.731445,4.50E+00,202.412996,194.412996,97.206498,4.501485,1
34,1,19, lib, lib10.jpg,70, You_see_a_public_leader_on_TV_trying_to_ban_the_wearing_of_hooded_sweatshirts.,3,206.929509,198.929509,99.464755,6,4.721373,7.50E+00,212.929602,204.929602,102.464801,7.501652,0.8
34,1,20, fair, fair05.jpg,50, You_see_a_referee_intentionally_making_bad_calls_that_help_his_favored_team_win.,4,220.446172,212.446172,106.223086,6,3.458636,4.50E+00,226.446213,218.446213,109.223106,4.50127,1
34,1,21, carep, carephys11.jpg,41, You_see_a_boy_placing_a_thumbtack_sticking_up_on_the_chair_of_another_student.,4,230.962857,222.962857,111.481428,6,3.334656,3,236.96289,228.96289,114.481445,3.001375,1
34,1,22, carem, careemo04.jpg,19, You_see_a_man_quickly_canceling_a_blind_date_as_soon_as_he_sees_the_woman.,3,239.979465,231.979465,115.989733,6,5.60699,4.50E+00,245.979486,237.979486,118.989743,4.501369,1
34,1,23, carep, carephys10.jpg,40, You_see_a_girl_throwing_her_hot_coffee_on_a_woman_who_is_dating_her_ex-boyfriend.,4,250.4961,242.4961,121.24805,6,3.581976,6,256.4962,248.4962,124.2481,6.001542,1
34,1,24, fair, fair06.jpg,51, You_see_a_judge_taking_on_a_criminal_case_although_he_is_friends_with_the_defendant.,3,262.512752,254.512752,127.256376,6,5.559068,4.50E+00,268.512818,260.512818,130.256409,4.501395,1
34,1,25, socn, socnorm06.jpg,111, You_see_someone_at_the_school_gym_lifting_free_weights_in_nice_business_clothes.,1,273.029398,265.029398,132.514699,6,3.561276,4.50E+00,279.029421,271.029421,135.51471,4.501362,1
34,1,26, fair, fair11.jpg,56," You_see_a_girl_taking_all_the_Halloween_candy_from_a_bowl,_leaving_none_for_others.",3,283.54603,275.54603,137.773015,6,4.108647,3,289.546136,281.546136,140.773068,3.001158,1
34,1,27, carep, carephys09.jpg,39, You_see_a_woman_throwing_a_stapler_at_her_colleague_who_is_snoring_during_her_talk.,2,292.562682,284.562682,142.281341,6,3.972662,4.50E+00,298.562776,290.562776,145.281388,4.501406,0.666667
34,1,28, pur, pur15.jpg,105, You_see_a_college_student_drinking_until_she_vomits_on_herself_and_falls_asleep.,2,303.079324,295.079324,147.539662,6,4.774729,4.50E+00,309.079336,301.079336,150.539668,4.501412,0.666667
34,1,29, socn, socnorm04.jpg,109, You_see_a_woman_eating_dessert_before_her_main_entree_arrives_on_the_table.,1,313.595992,305.595992,152.797996,6,2.596673,7.50E+00,319.596064,311.596064,155.798032,7.50168,1
34,1,30, pur, pur05.jpg,95, You_see_a_man_in_a_bar_using_his_phone_to_watch_people_having_sex_with_animals.,4,327.11264,319.11264,159.55632,6,3.950911,4.50E+00,333.11266,325.11266,162.55633,4.501361,1
34,1,31, auth, auth02.jpg,2, You_see_a_woman_refusing_to_stand_when_the_judge_walks_into_the_courtroom.,4,337.629274,329.629274,164.814637,6,5.183234,6,343.629344,335.629344,167.814672,6.001339,1
34,1,32, carep, carephys14.jpg,44, You_see_a_woman_spanking_her_child_with_a_spatula_for_getting_bad_grades_in_school.,4,349.645919,341.645919,170.822959,6,4.064178,6,355.645987,347.645987,173.822994,6.001407,1
