subID,auth01,auth02,auth03,auth04,auth05,auth06,auth07,auth08,auth09,auth10,auth11,auth12,auth13,auth14,auth15,careemo01,careemo02,careemo03,careemo04,careemo05,careemo06,careemo07,careemo08,careemo09,careemo10,careemo11,careemo12,careemo13,careemo14,careemo15,carephys01,carephys02,carephys03,carephys04,carephys05,carephys06,carephys07,carephys08,carephys09,carephys10,carephys11,carephys12,carephys13,carephys14,carephys15,fair01,fair02,fair03,fair04,fair05,fair06,fair07,fair08,fair09,fair10,fair11,fair12,fair13,fair14,fair15,lib01,lib02,lib03,lib04,lib05,lib06,lib07,lib08,lib09,lib10,lib11,lib12,lib13,lib14,lib15,loy01,loy02,loy03,loy04,loy05,loy06,loy07,loy08,loy09,loy10,loy11,loy12,loy13,loy14,loy15,pur01,pur02,pur03,pur04,pur05,pur06,pur07,pur08,pur09,pur10,pur11,pur12,pur13,pur14,pur15,socnorm01,socnorm02,socnorm03,socnorm04,socnorm05,socnorm06,socnorm07,socnorm08,socnorm09,socnorm10,socnorm11,socnorm12,socnorm13,socnorm14,socnorm15
Please enter your participant ID:,You see a girl ignoring her fathers orders by taking the car after her curfew. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman refusing to stand when the judge walks into the courtroom. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl repeatedly interrupting her teacher as he explains a new concept. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see an intern disobeying an order to dress professionally and comb his hair. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teenage girl coming home late and ignoring her parents strict curfew. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a boy spray-painting anarchy symbols on the side of the police station. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see an employee trying to undermine all of her bosss ideas in front of others. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a player publicly yelling at his soccer coach during a playoff game. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a boy turning up the TV as his father talks about his military service. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teaching assistant talking back to the teacher in front of the classroom. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a staff member talking loudly and interrupting the mayor's speech to the public. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a group of women having a long and loud conversation during a church sermon. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man turn his back and walk away while his boss questions his work. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a student stating that her professor is a fool during an afternoon class. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a star player ignoring her coach's order to come to the bench during a game. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teenage boy chuckling at an amputee he passes by while on the subway. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl laughing at another student forgetting her lines at a school play. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman commenting out loud about how fat another woman looks in her jeans. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man quickly canceling a blind date as soon as he sees the woman. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a boy telling a woman that she looks just like her overweight bulldog. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl laughing when she realizes her friend's dad is the janitor. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl saying that another girl is too ugly to be a varsity cheerleader. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teenage girl openly staring at a disfigured woman as she walks past. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a boy making fun of his brother for getting dumped by his girlfriend. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man loudly telling his wife that the dinner she cooked tastes awful. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man telling a woman that her painting looks like it was done by children. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman clearly avoiding sitting next to an obese woman on the bus. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl telling a boy that his older brother is much more attractive than him. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl telling her classmate that she looks like she has gained weight. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man laughing at a disabled co-worker while at an office softball game. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman swerving her car in order to intentionally run over a squirrel. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman throwing her cat across the room for scratching the furniture. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see someone leaving his dog outside in the rain after it dug in the trash. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a zoo trainer jabbing a dolphin to get it to entertain his customers. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man lashing his pony with a whip for breaking loose from its pen. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl shooting geese repeatedly with a pellet gun out in the woods. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman snatching away her dog's food for making a mess in the living room. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a boy setting a series of traps to kill stray cats in his neighborhood. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman throwing a stapler at her colleague who is snoring during her talk. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a boy placing a thumbtack sticking up on the chair of another student. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman slapping another woman who she is arguing with in the parking lot. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teacher hitting a student's hand with a ruler for falling asleep in class. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman spanking her child with a spatula for getting bad grades in school. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a wife hitting her husband on the side of his head for coming home late. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a student copying a classmate's answer sheet on a makeup final exam. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a runner taking a shortcut on the course during the marathon in order to win. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a tenant bribing a landlord to be the first to get their apartment repainted. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a soccer player pretending to be seriously fouled by an opposing player. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a referee intentionally making bad calls that help his favored team win. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a judge taking on a criminal case although he is friends with the defendant. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a student getting an A on a group project when he didn't do his part. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see an employee lying about how many hours she worked during the week. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman getting hired only because her father is close friends with the boss. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl asking for allowance even though her brother did her chores for her. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,"You see a girl taking all the Halloween candy from a bowl, leaving none for others. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.",You see a boy skipping to the front of the line because his friend is an employee. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman lying about the number of vacation days she has taken at work. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a professor giving a bad grade to a student just because he dislikes him. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a politician using federal tax dollars to build an extension on his home. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man telling his fiancee that she has to switch to his political party. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a father requiring his son to become a commercial airline pilot like him. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man blocking his wife from leaving home or interacting with others. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a manager coercing her employees into eating at her brother's diner. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man telling his girlfriend that she must convert to his religion. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a mother telling her son that she is going to choose all of his friends. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man forbidding his wife to wear clothing that he has not first approved. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a boss pressuring employees to buy goods from her family's general store. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman pressuring her daughter to become a famous evening news anchor. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a public leader on TV trying to ban the wearing of hooded sweatshirts. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a mother forcing her daughter to enroll as a pre-med student in college. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a father requiring his son to take up the family restaurant business. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teacher ordering a student to get a normal haircut before coming to class. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teenager at a cafeteria forcing a younger student to pay for her lunch. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a mayor trying to ban people from hugging and kissing in public in his city. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see an employee joking with competitors about how bad his company did last year. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a coach celebrating with the opposing team's players who just won the game. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a former US General saying publicly he would never buy any American product. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a mayor saying that the neighboring town is a much better town. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see the US Ambassador joking in Great Britain about the stupidity of Americans. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man leaving his family business to go work for their main competitor. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teacher publicly saying she hopes another school wins the math contest. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a head cheerleader booing her high school's team during a homecoming game. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a class president saying on TV that her rival college is a better school. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a Hollywood star agreeing with a foreign dictator's denunciation of the US. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a college president singing a rival school's fight song during a pep rally. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see an American telling foreigners that the US is an evil force in the world. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see the coach's wife sponsoring a bake sale for her husband's rival team. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a former Secretary of State publicly giving up his citizenship to the US. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man having sex with a frozen chicken before cooking it for dinner. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a family eating the carcass of their pet dog that had been run over. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a drunk elderly man offering to have oral sex with anyone in the bar. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teenager urinating in the wave pool at a crowded amusement park. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man in a bar using his phone to watch people having sex with animals. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teenage male in a dorm bathroom secretly using a stranger's toothbrush. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman having intimate relations with a recently deceased loved one. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a homosexual in a gay bar offering sex to anyone who buys him a drink. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see an employee at a morgue eating his pepperoni pizza off of a dead body. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a girl and her sister making out with each other just for practice. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a story about a remote tribe eating the flesh of their deceased members. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man searching through the trash to find women's discarded underwear. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see two first cousins getting married to each other in an elaborate wedding. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a very drunk woman making out with multiple strangers on the city bus. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a college student drinking until she vomits on herself and falls asleep. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see someone using an old rotary phone and refusing to go buy a new one. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man staying inside his home with the shades drawn on a rare sunny day. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman drinking her entire cup of coffee using a stirring spoon. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman eating dessert before her main entree arrives on the table. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman continuing to wear a large sun hat inside her apartment complex. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see someone at the school gym lifting free weights in nice business clothes. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man eating a bowl cereal in the morning with water instead of milk. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man putting ketchup all over his chicken Caesar salad while at lunch. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a man walking down a dark hallway while still wearing his sunglasses. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see someone driving around in a dirty car that has not been washed recently. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman watching a game on television in black-and-white instead of color. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see someone reading the ending of a spy novel before reading the beginning. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a teenage girl wearing a long trench coat on a hot summer afternoon. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.,You see a woman answering a phone call with the word goodbye instead of hello. - Please select UP TO TWO reasons from below to explain WHY the action depicted is wrong.
1,"It violates norms of LOYALTY (e.g., betrayal of a group),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of LOYALTY (e.g., betrayal of a group),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of LOYALTY (e.g., betrayal of a group),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of LOYALTY (e.g., betrayal of a group),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of LOYALTY (e.g., betrayal of a group),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)",It is not morally wrong,"It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FAIRNESS or JUSTICE (e.g., cheating or reducing equality),It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of FREEDOM (e.g., bullying, dominating)","It violates norms of LOYALTY (e.g., betrayal of a group),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of LOYALTY (e.g., betrayal of a group),It violates norms of respecting AUTHORITY (e.g., subversion, lack of respect for tradition)","It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of LOYALTY (e.g., betrayal of a group)",It is not morally wrong,"It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of LOYALTY (e.g., betrayal of a group)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of LOYALTY (e.g., betrayal of a group)",It is not morally wrong,It is not morally wrong,"It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of HARM or CARE (e.g., unkindness, causing pain to another),It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)","It violates norms of PURITY (e.g., degrading or disgusting acts)",It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong,It is not morally wrong
