subID, run, pres_order, foundation, vigfile, vignum, vigtext, moral_decision, trialstart_raw, trialstart_zeroed, trialstart_TR, trialdur, RT, intended_jitter, ITI_start_raw, ITI_start_zeroed, ITI_start_TR, ITI_duration, ITI_accuracy
37,1,99999,99999,99999,99999,99999,99999,8,0,0,1,99999,99999,9,1,0.5,1,99999
37,1,1, pur, pur05.jpg,95, You_see_a_man_in_a_bar_using_his_phone_to_watch_people_having_sex_with_animals., NaN,10.090962,2.090962,1.045481,6, NaN,6,16.091612,8.091612,4.045806,6.018676,0
37,1,2, auth, auth09.jpg,9, You_see_a_boy_turning_up_the_TV_as_his_father_talks_about_his_military_service., NaN,22.273936,14.273936,7.136968,6, NaN,7.50E+00,28.274031,20.274031,10.137016,7.502185,0
37,1,3, pur, pur15.jpg,105, You_see_a_college_student_drinking_until_she_vomits_on_herself_and_falls_asleep., NaN,35.823799,27.823799,13.911899,6, NaN,4.50E+00,41.823879,33.823879,16.91194,4.501555,0
37,1,4, fair, fair02.jpg,47, You_see_a_runner_taking_a_shortcut_on_the_course_during_the_marathon_in_order_to_win.,4,46.37367,38.37367,19.186835,6,0.141812,7.50E+00,52.373682,44.373682,22.186841,7.501899,0
37,1,5, socn, socnorm01.jpg,106, You_see_someone_using_an_old_rotary_phone_and_refusing_to_go_buy_a_new_one., NaN,59.890247,51.890247,25.945123,6, NaN,6,65.890288,57.890288,28.945144,6.001537,0
37,1,6, carep, carephys05.jpg,35, You_see_a_man_lashing_his_pony_with_a_whip_for_breaking_loose_from_its_pen.,2,71.906859,63.906859,31.953429,6,6.000024,6,77.907074,69.907074,34.953537,6.001821,0
37,1,7, fair, fair10.jpg,55, You_see_a_girl_asking_for_allowance_even_though_her_brother_did_her_chores_for_her.,2,83.940096,75.940096,37.970048,6,5.312201,7.50E+00,89.940124,81.940124,40.970062,7.501696,0
37,1,8, loy, loy08.jpg,83, You_see_a_head_cheerleader_booing_her_high_school's_team_during_a_homecoming_game., NaN,97.473322,89.473322,44.736661,6, NaN,6,103.473372,95.473372,47.736686,6.001405,0
37,1,9, carep, carephys03.jpg,33, You_see_someone_leaving_his_dog_outside_in_the_rain_after_it_dug_in_the_trash., NaN,109.489892,101.489892,50.744946,6, NaN,3,115.489931,107.489931,53.744966,3.001329,0
37,1,10, auth, auth04.jpg,4, You_see_an_intern_disobeying_an_order_to_dress_professionally_and_comb_his_hair., NaN,118.523102,110.523102,55.261551,6, NaN,4.50E+00,124.523195,116.523195,58.261598,4.50136,0
37,1,11, carem, careemo13.jpg,28, You_see_a_girl_telling_a_boy_that_his_older_brother_is_much_more_attractive_than_him., NaN,129.039673,121.039673,60.519837,6, NaN,3,135.039771,127.039771,63.519885,3.001203,0
37,1,12, loy, loy09.jpg,84, You_see_a_class_president_saying_on_TV_that_her_rival_college_is_a_better_school., NaN,138.056273,130.056273,65.028136,6, NaN,3,144.056345,136.056345,68.028172,3.001102,0
37,1,13, socn, socnorm05.jpg,110, You_see_a_woman_continuing_to_wear_a_large_sun_hat_inside_her_apartment_complex., NaN,147.089535,139.089535,69.544767,6, NaN,4.50E+00,153.089577,145.089577,72.544789,4.501358,0
37,1,14, carep, carephys02.jpg,32, You_see_a_woman_throwing_her_cat_across_the_room_for_scratching_the_furniture.,1,157.622788,149.622788,74.811394,6,4.557763,4.50E+00,163.622826,155.622826,77.811413,4.501494,0
37,1,15, carem, careemo05.jpg,20, You_see_a_boy_telling_a_woman_that_she_looks_just_like_her_overweight_bulldog., NaN,168.189381,160.189381,80.09469,6, NaN,3,174.189484,166.189484,83.094742,3.001218,0
37,1,16, carem, careemo03.jpg,18, You_see_a_woman_commenting_out_loud_about_how_fat_another_woman_looks_in_her_jeans.,3,177.205972,169.205972,84.602986,6,0.009208,4.50E+00,183.205999,175.205999,87.603,4.501426,0
37,1,17, lib, lib09.jpg,69, You_see_a_woman_pressuring_her_daughter_to_become_a_famous_evening_news_anchor.,3,187.739226,179.739226,89.869613,6,5.515279,4.50E+00,193.739345,185.739345,92.869673,4.501361,0
37,1,18, socn, socnorm09.jpg,114, You_see_a_man_putting_ketchup_all_over_his_chicken_Caesar_salad_while_at_lunch., NaN,198.255837,190.255837,95.127919,6, NaN,3,204.255849,196.255849,98.127925,3.001162,0
37,1,19, loy, loy12.jpg,87, You_see_an_American_telling_foreigners_that_the_US_is_an_evil_force_in_the_world., NaN,207.305739,199.305739,99.65287,6, NaN,4.50E+00,213.305755,205.305755,102.652878,4.501265,0
37,1,20, fair, fair13.jpg,58, You_see_a_woman_lying_about_the_number_of_vacation_days_she_has_taken_at_work., NaN,217.822314,209.822314,104.911157,6, NaN,6,223.822423,215.822423,107.911212,6.001534,0
37,1,21, pur, pur02.jpg,92, You_see_a_family_eating_the_carcass_of_their_pet_dog_that_had_been_run_over.,2,229.838914,221.838914,110.919457,6,6.000096,4.50E+00,235.839203,227.839203,113.919601,4.501414,0.333333
37,1,22, pur, pur10.jpg,100, You_see_a_girl_and_her_sister_making_out_with_each_other_just_for_practice., NaN,240.372131,232.372131,116.186065,6, NaN,6,246.37214,238.37214,119.18607,6.001552,0
37,1,23, lib, lib13.jpg,73, You_see_a_teacher_ordering_a_student_to_get_a_normal_haircut_before_coming_to_class., NaN,252.405423,244.405423,122.202712,6, NaN,4.50E+00,258.405484,250.405484,125.202742,4.501413,0
37,1,24, auth, auth02.jpg,2, You_see_a_woman_refusing_to_stand_when_the_judge_walks_into_the_courtroom.,2,262.938632,254.938632,127.469316,6,5.947863,7.50E+00,268.938747,260.938747,130.469373,7.501631,0
37,1,25, lib, lib05.jpg,65, You_see_a_man_telling_his_girlfriend_that_she_must_convert_to_his_religion., NaN,276.455204,268.455204,134.227602,6, NaN,4.50E+00,282.455278,274.455278,137.227639,4.501306,0
37,1,26, socn, socnorm15.jpg,120, You_see_a_woman_answering_a_phone_call_with_the_word_goodbye_instead_of_hello.,4,286.971756,278.971756,139.485878,6,5.91509,3,292.971793,284.971793,142.485896,3.001146,0
37,1,27, fair, fair04.jpg,49, You_see_a_soccer_player_pretending_to_be_seriously_fouled_by_an_opposing_player.,2,296.005029,288.005029,144.002514,6,4.724475,4.50E+00,302.005096,294.005096,147.002548,4.501395,0
37,1,28, carep, carephys01.jpg,31, You_see_a_woman_swerving_her_car_in_order_to_intentionally_run_over_a_squirrel., NaN,306.521603,298.521603,149.260801,6, NaN,9,312.521677,304.521677,152.260838,9.001947,0.166667
37,1,29, carem, careemo14.jpg,29, You_see_a_girl_telling_her_classmate_that_she_looks_like_she_has_gained_weight.,3,321.538217,313.538217,156.769108,6,6.000109,6,327.53852,319.53852,159.76926,6.001493,0
37,1,30, pur, pur08.jpg,98, You_see_a_homosexual_in_a_gay_bar_offering_sex_to_anyone_who_buys_him_a_drink., NaN,333.554773,325.554773,162.777387,6, NaN,3,339.554874,331.554874,165.777437,3.001098,0
37,1,31, carem, careemo10.jpg,25, You_see_a_man_loudly_telling_his_wife_that_the_dinner_she_cooked_tastes_awful., NaN,342.604643,334.604643,167.302322,6, NaN,3,348.604755,340.604755,170.302378,3.001251,0
37,1,32, auth, auth12.jpg,12, You_see_a_group_of_women_having_a_long_and_loud_conversation_during_a_church_sermon.,3,351.637904,343.637904,171.818952,6,5.999924,3,357.63806,349.63806,174.81903,3.001377,0
37,1,33, loy, loy10.jpg,85, You_see_a_Hollywood_star_agreeing_with_a_foreign_dictator's_denunciation_of_the_US., NaN,360.67117,352.67117,176.335585,6, NaN,6,366.671285,358.671285,179.335643,6.001441,0
