26	-37	2
51	33	0
-2	-40	-20
2	-6	26
-46	-52	12
2	-52	50
-48	-31	0
-8	-57	62
-18	39	42
-30	-24	-14
-53	24	12
-8	-51	19
51	31	-3
6	-50	17
-4	46	29
36	13	31
55	-6	-11
-44	9	25
30	-40	-18
-57	-43	2
-46	-70	33
-32	-70	42
-40	6	37
-38	-58	36
6	-58	5
46	-21	-2
63	-39	26
46	-35	4
-16	35	44
-4	-50	19
55	-8	-11
-57	-18	-9
-30	-24	-14
-22	-26	-7
-53	26	15
10	47	38
20	24	43
51	26	15
-36	6	40
-46	-51	-4
30	-34	-13
-46	-70	37
-6	-27	0
36	13	31
-32	-41	-10
-42	15	32
46	23	25
-46	-63	-7
48	-61	31
2	-57	65
38	39	11
-46	-15	15
59	-48	15
65	-40	24
51	-8	-1
-14	37	44
12	45	44
-2	-50	19
-48	22	10
-32	-39	-6
59	-14	-6
-46	-70	37
48	-62	34
-40	17	30
-20	-24	-7
-53	-16	-11
-57	-41	4
6	25	-6
32	19	-4
-46	-51	-6
6	-12	-8
6	-37	35
-4	-29	0
12	8	0
-24	9	-9
22	-91	8
38	21	32
4	-23	-2
-22	-73	50
20	28	50
22	23	39
-8	4	9
-46	-59	25
42	-13	14
40	-28	64
57	-6	6
-30	-50	12
26	-55	65
42	48	20
28	-38	11
-59	-41	4
-55	20	12
-8	39	40
-51	-58	36
2	-47	32
-16	-5	-13
12	4	-2
53	-12	-13
-2	8	9
22	-93	10
59	-31	-3
-2	-52	-28
48	-60	34
8	9	64
44	23	-3
22	-84	-1
20	-81	-21
4	23	-6
-10	-27	0
-4	-15	10
-2	-34	-29
24	-26	-5
46	21	36
-26	-85	12
-20	11	-6
50	-53	21
53	28	17
51	-35	7
-18	-69	-18
-34	-68	-2
59	13	21
-28	-35	-5
-53	5	-7
24	8	1
22	-40	19
-12	39	42
-59	-41	2
24	-83	-19
18	-84	-9
51	25	2
-42	-59	27
-20	-71	-20
10	5	15
-10	-47	37
-30	-8	-13
-4	-90	-4
26	7	-5
55	-10	-11
51	-59	34
26	-25	-4
-22	10	-2
4	19	-6
0	-91	5
10	-19	14
61	-46	6
26	-57	-4
-26	-86	-7
-8	-52	-28
-18	-47	23
-28	-87	10
-30	20	19
42	0	9
