Lag0,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6
0,-0.97032,-4.7348,8.5875,11.187,-3.0101,-18.318
0,-0.86984,-5.5971,7.7946,9.0673,-1.8883,-33.127
0,-0.72951,-4.2476,12.046,15.679,15.051,-5.6542
0,-2.1498,-4.5255,8.1898,9.358,16.784,-2.498
0,-0.50161,-2.2062,10.407,16.341,15.376,-4.2152
0,-0.31505,-1.5086,14.979,20.794,33.238,16.057
0,0.27403,-1.731,10.974,16.39,14.369,6.1157
0,-0.11908,1.737,2.5456,7.714,4.8359,2.4478
0,0.0642,-0.9446,4.6573,5.851,12.488,-5.1962
0,-2.3624,-6.4571,1.5414,-1.6595,-21.647,-27.5
0,2.235,1.8377,7.9676,11.424,13.688,-5.312
0,0.0024945,1.8449,4.5179,8.2882,5.055,-10.16
0,1.1377,1.2705,6.0743,13.009,21.059,7.0536
0,1.1403,2.8083,7.3036,13.854,19.506,9.6746
0,-0.59048,-0.33899,2.438,-2.1138,-19.04,-35.097
0,-1.0047,0.84616,5.5718,3.5935,6.303,-0.671
0,0.60853,2.9122,8.1725,4.3144,8.5861,6.3748
0,2.1493,-0.54766,14.391,7.259,-10.396,-29.751
0,0.31134,-1.4879,10.08,9.2886,4.5386,-7.0351
0,0.069211,3.3568,12.405,15.386,22.989,13.841
0,1.1892,4.8452,22.222,25.455,29.513,27.475
0,0.1509,0.17408,8.8131,5.3879,-3.5063,-4.6314
0,-0.0086989,-0.42673,4.1403,0.12329,-5.0151,-11.285
0,-1.3234,-1.3261,6.5319,6.4977,3.4946,-1.535
0,-0.65821,-0.25221,5.796,4.5314,4.2674,2.1754
0,0.14619,0.26495,8.133,6.5862,7.9374,11.343
0,0.053123,1.6882,11.44,10.043,9.3343,5.216
0,1.8001,3.169,8.696,9.4893,11.624,9.6892
0,-2.015,-1.887,4.4021,-0.71593,-22.948,-24.488
0,-2.306,-3.0474,4.6733,8.5415,-1.4241,-4.7943
0,0.063658,3.2289,4.9156,4.3732,-31.388,-45.406
0,-0.78637,3.5518,-7.5758,12.118,39.173,51.828
0,1.4903,1.1288,-4.1733,0.3459,24.473,36.563
0,2.4293,8.73,1.4215,12.752,40.402,31.186
0,0.80324,-0.39854,12.744,5.9018,-26.352,-21.906
0,0.1,2.8556,8.7893,7.8817,-13.818,-34.442
0,1.8095,-0.78669,4.66,8.9258,9.8888,-8.3911
0,1.1363,0.64104,5.5516,13.003,18.874,-3.1815
0,1.8358,3.5933,10.865,13.366,12.461,-5.4863
0,1.0305,0.86018,11.947,11.813,0.29823,-20.304
0,2.5904,1.2252,8.1233,20.174,45.637,34.503
0,3.3617,4.5611,12.88,24.428,25.068,-1.3789
0,1.0503,-1.1565,4.1909,5.4105,6.7281,10.393
0,-1.3669,-1.6788,2.7658,3.3815,7.75,4.7103
0,0.093528,-1.9051,3.5552,5.3131,10.824,5.8843
0,-0.70254,-0.82149,2.7625,2.1464,4.4565,5.8703
0,-0.39831,-0.37065,-1.6823,1.3397,5.6955,3.6189
0,0.90299,-0.44513,4.0645,3.049,-8.1487,-11.914
