Lag0,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6
0,0.44171,0.11751,6.8364,10.431,11.385,7.171
0,-1.0599,-4.0995,3.318,6.8703,2.2795,-26.659
0,0.24797,1.081,4.8898,11.924,12.837,-2.746
0,-0.17513,0.24261,5.7723,9.5725,16.696,4.6648
0,-0.5393,-2.196,2.5054,6.8037,12.865,2.4348
0,-0.10862,-2.7892,4.0786,6.7362,7.5807,-11.39
0,-0.51195,-0.74774,2.6905,9.1588,11.32,-6.1212
0,0.76355,3.0758,7.6692,10.22,13.258,1.9487
0,-2.8049,-6.3691,-3.4845,3.1823,1.9041,-6.7149
0,-2.6239,-6.8346,3.0236,8.4396,4.5304,9.5224
0,-1.6015,-5.0792,3.3419,7.1285,4.5996,-3.1883
0,-0.80717,-1.0423,3.8423,6.5509,5.2698,-4.2633
0,-2.3378,-4.2908,1.7894,5.0951,11.456,11.265
0,0.85289,-0.22774,8.411,12.091,3.3613,-4.1091
0,1.851,0.81883,8.9512,13.655,16.45,5.0096
0,0.27989,-0.39266,-4.1144,0.87937,5.7046,6.2953
0,0.13221,2.7988,6.6517,8.6102,17.955,18.387
0,0.83676,6.9036,7.3857,9.2329,2.7046,19.72
0,0.18541,5.6243,12.183,17.861,12.548,-5.3604
0,-0.28993,0.45122,8.0972,8.7298,-4.6254,-1.7188
0,-0.20442,5.5635,7.0377,12.564,7.6275,-7.6598
0,1.3084,7.2383,14.376,16.606,0.92151,-5.455
0,-0.34418,-1.3247,10.83,5.4376,-13.226,-48.246
0,-2.0661,-10.678,5.6862,-6.5522,-39.562,-69.733
0,1.5176,0.86459,13.762,6.7486,-32.105,-89.498
0,0.842,7.8254,15.019,15.163,49.359,24.044
0,0.26408,1.1284,12.537,5.4638,-10.484,-34.627
0,9.2447,8.0435,15.258,28.275,69.463,70.287
0,4.1704,6.8086,20.651,13.395,4.0869,-4.6945
0,-2.3576,-4.848,0.67463,0.63286,9.3028,-7.7256
0,0.7056,-0.61853,6.9316,8.0793,13.295,6.0552
0,0.42956,-1.893,4.5818,3.7102,5.5069,-2.3855
0,2.1767,1.5288,9.9239,9.7,12.546,-0.82989
0,-1.0245,-2.1856,8.7691,18.31,32.873,19.277
0,1.5414,1.6732,8.3326,12.088,10.469,-1.2932
0,2.0746,4.6352,8.5226,16.505,42.628,37.77
0,-0.55943,-1.0316,5.8812,5.4628,24.109,5.1182
0,-2.0604,-2.1129,7.1003,3.9373,8.551,-5.1665
0,0.50473,1.1223,8.0291,3.3371,1.5002,-3.0687
0,0.3276,0.48429,7.3743,4.2392,10.461,4.122
0,-0.031337,0.96084,8.2706,4.6916,12.407,3.8863
0,0.78991,0.88309,10.473,8.7969,12.068,1.0265
0,1.9504,4.7821,10.078,10.709,18.932,12.512
0,0.43158,-0.89027,4.9079,3.5948,-0.1027,-10.723
0,-0.99392,-2.625,4.6829,3.6872,3.6007,-13.008
0,0.70027,3.1536,10.575,10.723,6.035,-4.534
0,0.64812,1.6687,6.2298,9.0649,6.1726,-1.9525
0,1.478,-0.37121,4.6794,9.5662,4.12,-10.867
0,2.3982,1.6574,12.96,21.573,20.5,9.6663
0,1.8715,3.4685,10.526,16.766,19.387,8.8712
0,-0.82494,-1.1778,6.2201,0.93857,-12.483,-10.835
0,-0.81417,1.0422,2.6358,7.5676,15.461,4.545
0,-0.50407,-2.0939,8.3223,2.5072,-3.0385,2.0435
0,-0.6508,1.6205,8.2014,9.9586,7.8695,6.4675
0,0.33616,0.4747,4.8457,-3.7579,-14.785,-18.757
0,0.11955,-1.3759,9.1431,6.722,1.0923,1.1216
0,-0.17594,-0.32428,11.556,7.7544,-6.642,-17.893
0,-1.2961,-1.4813,0.35829,-0.42161,-1.9434,3.5824
0,-4.3372,-3.605,1.0412,-1.4761,-2.8045,-9.9913
0,0.37962,-1.1641,6.91,4.859,9.8906,12.473
0,2.2491,3.2239,3.4875,6.0793,4.0326,-3.306
0,-0.94204,-4.8586,1.7571,-0.92858,-12.053,-21.999
0,2.3416,3.7874,8.1199,10.824,9.5819,3.6553
0,1.0119,11.856,5.262,17.316,28.743,28.806
0,-0.21814,-1.1601,1.6414,2.1188,14.04,9.1547
0,-0.55768,-3.3808,2.9245,4.0526,3.1844,-8.7261
0,-0.87626,-0.31857,2.4684,4.4134,5.4216,2.948
0,0.070404,0.35344,3.1176,3.7605,4.5845,-1.4806
0,0.55,-0.81234,5.0398,6.4142,13.112,24.887
0,1.6237,-1.2324,6.7306,6.2177,4.7516,-3.2026
0,-0.32568,-1.9309,7.4568,7.6583,17.474,5.4095
0,-1.5225,-4.916,1.1433,4.4414,13.026,17.386
0,-0.4087,-1.9603,3.0494,-0.40665,0.85037,-7.5673
0,0.43153,-0.3581,3.935,5.3277,2.2199,-2.8408
0,-0.20802,-2.081,7.6844,8.8736,0.29197,-11.172
0,-0.6964,-1.8817,2.4377,2.9138,-1.8965,-3.6087
0,0.066272,-0.62238,5.7781,7.034,13.48,14.898
0,0.9601,-1.8622,10.101,9.3257,-0.25236,-3.7648
0,-0.04124,-1.0632,1.7139,9.0103,3.8538,-11.348
0,-0.41113,3.6113,0.053395,5.8483,19.365,36.517
0,0.031341,1.0406,4.9111,9.0242,0.58812,-4.4399
0,0.17231,3.1461,9.8486,18.934,24.348,21.612
0,-1.3404,-3.9669,3.1831,0.15573,-17.985,-34.996
0,0.69239,0.094135,7.3225,9.7423,5.8072,-4.6896
0,1.5526,0.4674,8.5207,11.777,-5.1644,-10.061
0,0.6274,3.0144,11.507,15.75,25.047,17.359
0,0.80399,-0.19626,4.6286,4.2114,4.4906,-7.6209
0,0.55894,0.46335,8.2041,9.7332,11.885,4.1324
0,-0.90476,-0.14252,8.0167,8.9167,5.908,-8.7903
0,0.32357,-1.6819,6.1291,4.6595,17.752,0.7228
0,2.7115,4.3477,10.686,12.356,3.4239,-2.3782
0,2.1439,1.5521,11.846,16.063,27.352,9.5317
0,-1.9653,-4.8169,4.0509,2.2594,-9.9667,-22.14
0,-0.62886,-2.7021,-2.0129,0.73256,7.5317,15.914
0,-0.67191,-1.9108,3.5779,6.1522,17.674,26.326
0,1.3749,-0.79753,4.4561,2.3385,-6.8288,-5.4067
0,0.15782,-1.1054,0.15131,1.3338,10.4,8.3894
0,0.42194,-0.11796,6.27,12.281,8.9914,10.574
0,1.1943,0.38989,7.783,9.727,14.021,20.204
0,1.0323,-5.7092,5.4511,3.9773,13.92,-21.407
0,0.71667,-5.7975,4.6034,4.6643,13.138,-17.051
0,-0.35804,-5.4094,0.33807,-1.2125,8.9454,-5.5464
0,0.62643,-5.06,2.5077,1.5846,9.9033,-17.444
0,1.3554,-3.2895,4.3044,7.6497,29.528,12.606
0,1.0687,-3.899,7.5097,9.1874,29.346,-0.66664
0,1.7217,-3.5752,8.2028,12.29,49.384,30.63
0,2.0309,3.2161,5.3791,6.6445,-2.1074,-10.251
0,0.19101,-1.3335,6.8984,5.1371,-9.253,-22.703
0,0.10944,-0.84026,4.9771,2.2553,-19.535,-21.524
0,1.1401,1.6337,5.1642,3.453,-6.3305,-14.791
0,0.45447,1.9115,3.8198,6.0454,-2.327,-11.25
0,-0.10331,3.4804,10.468,10.821,13.65,7.5237
0,2.1536,6.4441,12.958,18.654,29.831,32.766
0,-1.8554,-2.2761,5.1663,8.596,-7.7034,9.2636
0,-0.21773,0.55258,7.6219,5.1951,-8.1832,-17.351
0,-0.9485,-1.2195,5.6771,7.4089,1.9081,-18.287
0,0.57439,7.6281,10.936,20.23,36.861,22.042
0,0.39785,-0.80365,9.2385,7.4294,-1.9183,-2.725
0,1.0916,2.0187,13.379,11.34,12.073,19.698
0,1.1601,2.5459,14.524,12.825,21.92,11.167
0,-1.0095,-0.5533,1.6404,5.5669,9.4313,7.6982
0,0.19354,1.7034,-0.0046808,-0.39451,-9.2623,-16.889
0,1.1553,4.8514,6.1583,15.233,37.216,44.665
0,-1.6258,2.5127,1.3987,5.0712,8.7766,6.0447
0,0.97341,0.2518,-0.48767,-2.017,-15.747,0.73368
0,1.5398,1.3523,3.9251,7.5873,15.159,13.898
0,0.46551,2.6377,3.8561,11.657,25.462,30.17
0,-2.0096,-5.2023,2.5942,4.1157,-7.1544,-36.234
0,0.62031,-11.539,1.8487,4.0426,25.057,4.1207
0,-0.64041,-4.4513,6.5181,8.3848,6.3518,0.88675
0,-1.2021,-6.1265,2.9398,2.8839,0.5828,-16.203
0,-0.52377,-10.398,3.5719,3.5363,-13.021,-39.451
0,0.98643,6.1844,7.5717,17.789,43.926,46.297
0,0.88291,0.92815,9.1917,11.454,5.4906,0.4262
0,-1.3188,-1.1541,1.0933,5.9737,-0.99396,-6.2061
0,0.42837,-0.087351,4.0356,8.7402,12.047,13.434
0,0.3284,-1.5396,3.8286,9.0783,7.1354,-11.56
0,-0.6087,1.1723,4.9227,12.119,21.895,8.4017
0,-0.49175,-0.72516,5.6086,15.925,24.691,5.0803
0,0.63407,0.38749,6.8203,7.7197,6.0644,4.4781
0,1.8423,2.2213,9.4648,19.179,38.388,26.439
