Lag0,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6
0,-1.1026,-7.4615,-6.6381,-2.055,0.80341,0.72922
0,0.85756,0.61499,3.8917,3.9938,11.031,8.8895
0,2.1266,12.633,15.965,13.74,11.396,7.0737
0,-0.11034,-0.93709,-5.1022,-6.983,-7.0152,-0.85469
0,-1.4671,-7.6051,-11.883,-12.128,-13.486,-7.0612
0,-0.26647,-1.5159,-0.19334,6.52,5.3021,-5.2054
0,-0.64973,5.3792,15.957,17.746,10.027,0.46532
0,-1.2322,0.046152,1.3526,4.5148,9.3513,0.31893
0,-0.6462,0.50499,9.7262,20.24,16.806,2.4903
0,-0.66179,-2.4948,-1.851,2.4219,0.19865,-4.2506
0,0.75658,5.7363,9.2003,11.555,11.037,2.3499
0,-1.9261,6.3514,6.7375,1.4815,0.044575,-1.395
0,1.999,2.957,-2.3363,-2.4666,1.9683,3.5485
0,-1.7938,-5.9208,-12.375,-14.005,-6.1299,0.031646
0,-3.0821,-11.677,-17.733,-14.665,-9.3594,-4.3344
0,4.3825,5.1922,-4.1102,-5.6451,5.0587,6.0713
0,1.6742,2.2157,-8.5082,-8.7763,4.2799,5.3863
0,3.5878,-3.1969,-12.325,-9.5396,-0.047744,1.5395
0,-4.9306,-15.46,-25.794,-23.418,-6.1256,-4.0211
0,0.90004,11.329,19.383,24.306,23.541,9.9609
0,0.014717,-2.3359,-0.55149,2.7012,7.0836,3.3926
0,0.63684,9.3903,9.1171,-2.9763,-10.221,-5.8869
0,3.3849,13.142,12.567,7.0942,-0.13344,-1.8597
0,1.6359,0.67586,4.1983,-3.0947,-5.007,1.4154
0,3.7503,23.665,29.991,25.62,16.346,6.3344
0,0.89566,11.081,1.2022,-15.107,-23.56,-9.8161
0,0.94936,-8.137,2.1381,12.031,5.8786,-6.0735
0,-2.8774,-31.808,-14.112,-13.262,-29.843,-19.679
0,-5.304,-20.357,-26.416,-11.229,-20.942,-15.113
0,1.6943,3.3762,3.6608,18.677,40.668,16.597
0,-0.42893,-8.3264,-18.103,13.747,6.4068,-7.4306
0,1.9707,-2.1926,31.657,46.632,64.904,26.152
0,-7.2163,-28.338,-22.156,-6.934,-5.1099,-7.7695
0,1.9792,6.0825,0.55097,1.4781,13.828,2.8758
0,-1.042,-9.7299,-12.836,-4.8763,6.8304,1.9221
0,-0.88621,-9.7766,-23.676,-20.27,-1.4859,-0.11913
0,-0.66866,-3.8975,-8.1968,-1.2156,5.8412,0.95987
0,0.87263,-0.96871,5.0081,15.751,26.809,8.5854
0,1.4757,-0.76186,-13.038,-10.686,0.12691,-0.69175
0,-1.3499,-3.1969,-10.354,1.0875,23.162,9.5401
0,-0.43027,-7.0097,-10.599,1.8694,28.627,8.7101
0,0.49935,-10.701,-19.427,-14.325,-0.77988,-1.9935
0,-3.0678,-17.823,-21.517,-14.376,-6.4602,-5.3409
0,-0.37149,-7.1568,-4.9394,-0.81699,11.501,5.019
0,-4.1418,-17.415,-17.233,-5.0252,8.425,5.0609
0,0.44788,-9.1494,-6.2911,1.5345,6.8364,1.0448
0,-2.2318,-15.015,-15.72,-3.3691,3.0836,0.55605
0,-0.47609,2.6227,11.009,9.5448,9.7056,1.4334
0,-2.0882,4.0036,7.3798,3.4416,5.9578,-2.4132
0,0.43142,2.6411,-0.59672,-0.70341,3.8679,-0.25389
0,1.1711,7.3117,16.998,13.966,4.9557,2.3084
0,0.13571,1.7158,11.351,8.664,0.54736,-2.7275
0,0.014209,1.1886,12.871,11.124,9.3412,1.0606
0,-0.21765,1.0327,1.8999,0.53593,0.26429,-4.0064
0,0.58525,-5.8668,-10.692,-17.364,-8.6228,-1.3062
0,-0.3481,3.2103,4.0743,0.70124,6.2351,0.83772
0,-1.8414,-15.169,-12.461,-13.973,-1.9492,2.0776
0,0.97006,5.0427,10.363,6.1073,9.568,3.9987
0,-2.6244,-11.515,-13.023,-9.9551,-1.9995,0.035353
0,-1.4584,-14.213,-14.533,-13.088,-0.77525,3.2494
0,-2.0287,-16.747,-25.819,-26.27,-18.792,-8.3697
0,0.93603,5.3691,9.783,9.2475,8.2525,6.1953
0,0.057279,1.0445,6.5393,-0.80965,-3.7953,-5.2386
0,-0.72526,-5.5484,-9.3877,-7.4229,1.2536,0.44354
0,0.21579,2.6167,9.939,6.6602,0.20179,-0.87982
0,0.23118,-1.3276,-2.1465,-2.4216,-6.4837,-3.7352
0,0.43228,3.6409,4.5624,4.8283,5.2195,0.83139
0,1.1837,24.347,41.554,30.851,14.479,1.3264
0,1.0731,7.6427,5.5877,3.6706,13.432,2.7026
0,0.63982,-3.9537,-2.1013,1.5975,2.1086,-1.6628
0,1.8279,9.5932,2.7718,3.1138,7.243,4.9002
0,2.5037,8.776,4.408,0.5126,0.18546,-1.9579
0,0.91113,0.73978,-2.5804,-7.1471,0.30149,1.5378
0,2.7319,2.2409,-3.969,-3.7339,1.2127,-0.78045
0,-0.36717,-4.9197,-14.554,-9.0122,4.1087,-1.9987
0,1.4399,-4.2361,1.3805,3.9686,15.093,10.985
0,-0.72185,-6.5501,-5.7809,-4.9028,2.141,0.36707
0,-1.1788,-6.3328,-14.823,-17.642,-12.13,-5.4924
0,-0.071335,-13.003,-18.465,-16.406,-11.009,-4.8142
0,0.48402,-2.9257,-4.3995,-1.2835,8.4892,7.8112
0,-0.067892,-0.14015,-1.9629,-0.55619,7.8532,5.8398
0,-2.6752,-19.258,-28.859,-30.717,-19.595,-6.3827
0,2.5867,4.4559,7.8677,4.9263,2.2792,-1.7009
0,1.1708,17.693,18.661,14.538,17.523,9.7252
0,1.7035,0.37888,-4.3324,-8.9623,-9.7057,-1.3954
0,1.7359,6.2498,5.9783,2.4753,3.0223,2.3678
0,2.4312,-4.6795,-5.3459,-12.628,-10.818,-3.2764
0,1.2447,-4.0531,-3.027,-8.1644,-7.7924,-2.4554
0,-0.32123,-6.6569,-8.8419,-18.516,-15.826,-4.9913
0,0.84671,6.7055,6.1866,5.438,11.97,1.2066
0,-2.5108,-10.026,-7.5452,3.2668,10.73,1.8158
0,-1.0099,-5.6518,-4.1225,2.218,12.834,6.981
0,0.16873,-2.0809,-10.579,-7.8854,4.0212,1.1733
0,2.9458,1.5772,9.0709,5.1694,20.75,4.5789
0,0.95985,3.1037,2.6844,-1.0723,-5.0589,-0.48753
0,-0.49681,-13.625,-19.689,-5.9542,2.0313,-4.2559
0,2.2308,-6.2525,-12.048,-14.18,-13.266,-8.4924
0,-0.39101,-3.5821,1.3944,3.3334,7.5321,5.027
0,-1.1462,-5.3679,-3.3919,-2.7662,11.477,6.3477
0,1.63,-8.597,-12.499,-13.207,-10.048,-1.354
0,0.3127,8.3906,16.047,7.8296,12.649,6.232
0,2.8981,2.2555,3.4958,-0.16643,-0.59646,3.4197
0,-2.4841,-9.0395,-13.084,-16.525,-3.4987,0.10936
0,-3.9902,-37.191,-36.323,-8.5963,3.883,-5.703
0,-5.3098,-34.029,-32.089,-11.304,6.8051,-1.0771
0,-2.5221,-21.775,-17.676,-5.6929,9.6,1.0786
0,-3.68,-26.605,-21.359,-0.25858,6.0701,-4.2696
0,-3.9757,-22.007,-10.803,6.4632,21.691,6.0511
0,-2.4357,-26.078,-18.428,7.0885,18.36,-0.29726
0,-3.6135,-33.262,-29.229,0.96265,22.175,1.2216
0,-1.7126,-0.13493,2.4087,12.258,3.1926,1.9738
0,-1.7519,-9.0979,-3.7155,-1.1701,-7.9222,-7.2984
0,-2.166,-9.5331,-21.026,-20.507,-17.522,-7.695
0,-1.0215,-1.3406,5.1102,6.001,3.4532,0.31852
0,2.0218,9.5817,15.833,11.309,0.91748,0.10764
0,1.179,4.9614,9.0749,11.773,12.486,3.0344
0,-2.1734,-5.019,-0.14454,-4.0351,3.1255,-2.0933
0,0.97967,2.6143,-1.4112,-1.5428,2.683,5.159
0,1.5702,-0.29925,-5.2698,-5.0094,-1.2466,-0.75923
0,1.9992,-2.9269,-13.121,-14.958,-0.21895,0.10753
0,7.4363,11.639,-0.073388,-0.79752,9.8825,7.1375
0,0.75583,-4.2265,-8.9234,-10.112,-2.0685,0.27571
0,0.79682,-5.4775,-7.35,-3.5416,8.8965,3.5052
0,0.24088,-3.1903,-10.461,-15.489,2.6431,-1.0602
0,3.6708,16.572,10.365,9.0233,10.647,5.7462
0,1.9808,18.862,10.173,-0.059679,-3.8521,0.029574
0,0.86019,12.66,16.644,21.428,24.249,9.6853
0,5.294,26.869,24.886,15.271,10.702,5.0393
0,1.5502,14.276,11.258,-0.74287,-8.6045,-1.4215
0,2.3102,6.5589,5.5013,0.59007,5.7366,1.5818
0,3.567,22.146,17.532,12.522,8.1274,2.0171
0,-0.73984,-3.9848,8.7711,15.644,-0.035505,-4.0035
0,-2.5267,-23.577,-6.6469,-4.4728,9.2448,0.69414
0,-3.0805,-16.018,-13.095,-11.307,-1.8743,-2.0438
0,-0.78351,-15.234,-5.7727,-5.2208,0.40284,-0.364
0,-3.659,-31.963,-27.452,-14.137,-14.243,-7.8543
0,2.7846,10.601,22.795,26.279,30.517,11.064
0,1.1847,-11.768,-19.141,-19.557,-12.993,-5.1083
0,2.9332,12.468,16.347,6.1028,-4.7748,-3.3053
0,-0.021081,1.4002,15.045,11.531,7.1248,2.9334
0,0.83398,2.8658,6.4192,6.0602,3.1586,-1.3469
0,3.2582,2.7538,24.972,17.056,10.981,1.0609
0,0.61584,5.0137,18.226,17.347,7.3222,1.095
0,0.59785,-1.4583,-9.2844,-2.0655,0.8349,2.6412
0,-0.74369,-2.8661,3.3872,15.087,13.698,-1.2323
